	agi	group	Publications	EST	cDNA	Intron	Total_TDNA	TDNA_100upstream	TDNA_First_half_intron	TDNA_First_half_exon	TDNA_Last_half_intron	TDNA_Last_half_exon	kaks	ks	neutral	cdms_rate	fbxd_evalue	fbxd_str	fbxd_end	length	Kelch	FBA	LRR	FBD	fbx_exp_mean	fbx_exp_median	fbx_exp_max	fbx_exp_cv
At_F0622	AT2G29770	3	1	27	1	0	7	0	0	6	0	1	0.7604	0.2058	1	0.515463918	0.013	34	77	388	2	0	0	0	0.139824596	0	144.3	15.30178314
At_F0056	AT4G11770	3	2	0	0	0	3	0	0	0	0	3	0.6923	0.1829	1	0.503778338	2.20E-08	9	53	397	2	0	0	0	0.031647399	0	31.8	15.32474186
At_F0309	AT2G29820	3	2	0	0	0	1	0	0	0	0	1	2.7711	0.0212	0	0.514138817	2.20E-06	40	85	389	2	0	0	0	0.137298186	0	154.8	15.3485917
At_F0473	AT2G29860	3	1	0	0	0	2	0	0	0	0	2	0.6287	0.1086	1	1.244813278	1.00E-05	21	60	241	2	0	0	0	0.047129759	0	57.8	15.5035865
At_F0156	AT3G20030	3	1	0	0	0	0	0	0	0	0	0	1.0116	0.0504	1	0.248138958	5.40E-11	3	44	403	0	1	0	0	0.269289416	0	252.1	15.50635423
At_F0203	AT2G20380	3	2	15	1	1	9	3	0	1	0	5	0.5631	0.2219	0	0.286532951	1.30E-08	17	61	349	1	0	0	0	0.025338848	0	23.4	15.52072991
At_F0272	AT3G28223	4	0	32	1	1	7	1	1	1	0	4	0.3783	0.3346	0	0	9.30E-08	15	54	392	0	0	0	0	0.022413793	0	21.2	15.54538615
At_F0654	AT1G20800	3	1	1	0	1	21	3	0	16	0	2	0.6403	0.2535	0	0	0.00075	2	47	421	0	0	0	0	0.047697827	0	55.1	15.7007451
At_F0098	AT1G67450	4	0	0	0	0	19	0	0	14	0	5	0.5958	0.3255	0	0.501253133	9.00E-10	5	41	399	0	1	0	0	0.046696233	0	60.4	15.74064908
At_F0245	AT3G29830	4	0	0	0	2	2	0	0	1	0	1	0.4393	0.4797	0	0.430107527	2.80E-07	9	44	465	0	0	1	1	0.044927247	0	37.3	15.85445427
At_F0294	AT1G66310	3	3	0	1	2	5	0	0	3	0	2	0.6625	0.2304	0	0.451467269	8.50E-12	19	65	443	0	0	1	1	0.0948824	0	45	15.85464903
At_F0384	AT3G58860	4	0	0	0	2	45	0	0	38	0	7	0.6716	0.1245	1	0.436681223	4.80E-11	3	54	458	0	0	1	1	0.216399243	0	475.9	15.95560131
At_F0549	AT4G12810	1	3	0	0	0	7	0	0	4	0	3	0.7747	0.2219	1	0.522193211	7.00E-06	25	55	383	0	0	0	0	0.098295794	0	180.5	15.96454647
At_F0142	AT5G38390	4	0	0	0	2	6	0	0	0	4	2	0.4794	0.2715	0	0.656455142	7.50E-11	2	43	457	0	0	1	1	0.099616305	0	78	15.9907496
At_F0489	AT5G02700	3	2	0	0	2	15	1	1	5	1	7	0.9977	0.0662	1	0.437636761	8.50E-12	27	69	457	0	0	1	0	0.021736097	0	28.9	16.01650689
At_F0415	AT1G47800	3	1	0	0	0	3	0	0	3	0	0	0.4735	0.1587	0	0.257731959	4.30E-06	10	52	388	0	1	0	0	0.033740283	0	37.4	16.07881347
At_F0374	AT3G24610	4	0	0	0	1	0	0	0	0	0	0	0.5092	0.4018	0	0.531914894	2.50E-06	28	73	376	2	0	0	0	0.031836755	0	28.9	16.16748471
At_F0513	AT1G32140	3	1	0	0	1	21	0	0	9	0	12	0.5688	0.2987	0	0.337837838	5.10E-07	3	45	592	0	2	0	0	0.037477576	0	70.1	16.199371
At_F0289	AT1G12170	3	2	0	0	0	14	2	0	1	0	11	0.8577	0.1857	1	0.273972603	7.30E-07	6	43	365	0	1	0	0	0.111959338	0	114.3	16.39917678
At_F0379	AT3G19880	3	1	0	1	0	6	1	0	2	0	3	0.585	0.3763	0	0.256410256	1.00E-07	5	41	390	0	1	0	0	0.042126769	0	80.3	16.42572279
At_F0504	AT1G71320	4	0	0	0	2	8	0	0	2	1	5	1.4032	0.04	0	0.254452926	4.70E-07	14	55	393	0	1	0	0	0.105909906	0	86.3	16.61296459
At_F0561	AT3G25750	3	1	0	0	1	7	2	0	4	0	1	0.5814	0.2442	0	0.275482094	2.20E-09	4	51	363	0	0	0	0	0.153542954	0	163.3	16.64712229
At_F0022	AT1G15680	3	2	0	0	0	7	0	0	3	0	4	0.6433	0.392	0	0	7.80E-10	18	56	411	0	0	0	0	0.056557704	0	115.1	17.0593781
At_F0671	AT1G65770	2	5	0	0	0	26	1	0	15	0	10	0.5521	0.1904	0	0.55401662	9.00E-07	3	41	361	0	0	0	0	0.163997409	0	130.4	17.23041705
At_F0383	AT4G05080	4	0	0	1	0	3	0	0	2	0	1	0.609	0.3855	0	0.255102041	2.20E-07	5	42	392	0	1	0	0	0.022657963	0	19.3	17.49528693
At_F0471	AT4G15060	2	1	0	0	5	8	0	2	2	0	4	0.7278	0.1915	1	0.555555556	1.40E-09	172	213	540	0	0	1	1	0.013289815	0	10.6	17.66344123
At_F0285	AT1G50870	3	1	0	0	0	5	0	0	4	0	1	0.8156	0.2017	1	0.251889169	7.10E-12	31	70	397	0	1	0	0	0.022787522	0	34.8	17.70921532
At_F0639	AT1G57580	4	0	0	0	1	9	1	0	6	0	2	0.5695	0.389	0	0	8.40E-05	2	45	347	0	0	0	0	0.05030895	0	48.1	17.89233246
At_F0107	AT4G39756	4	0	0	0	0	10	0	0	4	0	6	0.5986	0.2655	0	0.533333333	8.00E-08	16	58	375	2	0	0	0	0.05487343	0	103.8	17.90945788
At_F0536	AT4G05620	4	0	0	0	0	0	0	0	0	0	0	0.5647	0.1471	1	0	2.90E-05	22	65	133	0	0	0	0	0.023061591	0	22.8	18.04034587
At_F0425	AT2G16290	3	1	0	0	1	23	0	7	8	0	8	0.6941	0.1131	1	0.240384615	7.50E-07	3	39	416	0	0	0	0	0.050852103	0	39.9	18.08667707
At_F0213	AT2G29830	3	2	16	1	0	3	1	0	2	0	0	1.1918	0.1064	1	0.78125	6.40E-06	29	71	384	3	0	0	0	0.165273072	0	204.6	18.20675003
At_F0233	AT3G18340	3	2	0	0	1	3	0	0	0	0	3	1.068	0.0846	1	0.276243094	9.40E-10	6	42	362	0	1	0	0	0.024536576	0	40	18.34594817
At_F0262	AT3G17270	4	0	0	0	0	9	3	0	2	0	4	0.8649	0.143	1	0.735294118	7.60E-08	5	50	136	0	0	0	0	0.107275264	0	256.7	18.40892045
At_F0517	AT3G03730	3	2	0	0	0	8	0	0	3	0	5	0.5437	0.0337	1	0.253807107	3.30E-06	16	50	394	0	0	0	0	0.044453857	0	96.9	18.62486297
At_F0133	AT4G00315	3	1	0	0	2	24	1	0	18	0	5	0.7201	0.2249	0	0.452488688	4.10E-07	4	39	442	0	0	1	1	0.023689456	0	27	18.8534081
At_F0419	AT5G16285	4	0	0	0	0	5	0	0	1	0	4	0.6954	0.368	1	0	6.40E-09	5	43	91	0	0	0	0	0.019075145	0	17.3	18.92090499
At_F0045	AT1G50880	3	1	0	0	3	2	0	0	1	0	1	0.6734	0.2162	0	0.714285714	9.10E-09	21	61	280	0	2	0	0	0.030301973	0	67	19.0758315
At_F0185	AT1G19930	4	0	0	0	1	2	1	0	1	0	0	0.9994	0.0563	1	1.15942029	1.40E-07	11	54	345	3	0	0	0	0.01541758	0	15.3	19.15316112
At_F0171	AT5G62060	4	0	0	0	1	5	1	0	2	0	2	0.8074	0.1559	1	0.328947368	6.00E-07	32	73	304	0	1	0	0	0.012432729	0	12.1	19.37547566
At_F0166	AT1G67130	4	0	0	1	2	17	1	0	2	2	12	0.7931	0.2729	1	0.510204082	7.40E-12	6	50	392	0	2	0	0	0.041259717	0	101.9	19.68089744
At_F0661	AT5G44970	4	0	0	0	3	8	0	0	0	2	6	0.3925	0.3688	0	0.512820513	0.17	5	27	390	0	0	1	1	0.008600757	0	11.7	19.79089259
At_F0450	AT1G32020	3	1	0	0	0	4	0	0	1	0	3	0.5186	0.3563	0	0.581395349	4.90E-08	3	40	172	0	0	0	0	0.046731114	0	48.8	19.94459379
At_F0292	AT4G19930	3	3	0	0	0	12	0	0	6	0	6	0.5873	0.0886	1	0.231481481	8.40E-06	43	79	432	0	1	0	0	0.046850708	0	76	20.04325647
At_F0210	AT3G47020	2	1	0	0	3	1	0	0	0	0	1	0.6677	0.3536	0	0.318471338	4.90E-10	21	63	314	0	1	0	0	0.012338051	0	17.7	20.16468299
At_F0168	AT3G42770	1	2	0	0	4	7	0	0	2	3	2	0.8147	0.1362	1	0.375234522	7.70E-08	2	35	533	0	0	2	0	0.012178593	0	13.7	20.30943347
At_F0708	AT2G07120	4	0	0	0	1	3	0	0	1	0	2	1.0123	0.0908	1	0.282485876	0.031	6	30	354	0	1	0	0	0.01698226	0	15.9	20.36763431
At_F0401	AT1G59675	4	0	0	0	1	0	0	0	0	0	0	0.797	0.2633	0	0.606060606	3.80E-06	13	42	165	0	0	0	0	0.00940303	0	12.7	20.39638369
At_F0300	AT5G28160	4	0	0	0	1	8	0	0	5	0	3	0.6417	0.1292	1	0.307692308	8.40E-07	8	45	325	1	0	0	0	0.012507475	0	12.6	21.06380085
At_F0026	AT1G33020	3	1	1	0	1	14	0	0	8	3	3	0.5611	0.3516	0	0.182149362	7.10E-12	7	51	549	0	1	0	0	0.063484154	0	148.2	21.12761214
At_F0307	AT1G33010	3	1	0	0	2	1	0	0	0	0	1	0.6719	0.1312	1	0.276243094	3.30E-07	6	39	362	0	1	0	0	0.015756428	0	20.9	21.5234146
At_F0249	AT1G59680	3	1	0	0	2	4	0	1	0	0	3	0.821	0.3248	1	0.314465409	7.50E-09	3	41	318	0	1	0	0	0.010080726	0	11.8	21.68370116
At_F0491	AT3G28410	3	2	1	0	2	9	0	0	3	2	4	0.6885	0.0782	1	0.214592275	8.60E-12	28	70	466	0	0	1	0	0.012083915	0	16.2	21.70861837
At_F0332	AT5G56820	4	0	0	0	2	5	0	0	1	2	2	0.5032	0.2554	0	0.458715596	9.70E-12	14	57	436	0	0	1	1	0.015885988	0	30.1	21.73252622
At_F0075	AT1G50980	3	2	0	0	5	16	0	0	12	4	0	0.9241	0.2359	1	0.539083558	8.70E-10	33	78	371	0	0	0	1	0.047603149	0	61.8	21.87871075
At_F0493	AT1G57690	4	0	0	0	4	18	2	1	7	4	4	0.7124	0.2221	1	0	7.40E-05	27	60	331	0	0	0	0	0.021865657	0	31.2	22.05613216
At_F0335	AT5G56690	4	0	0	0	2	9	0	0	2	3	4	0.9575	0.0833	1	0.496277916	3.60E-11	4	44	403	0	0	1	1	0.013195137	0	18.6	22.10227395
At_F0351	AT2G11200	3	1	0	0	0	0	0	0	0	0	0	0.8661	0.1399	1	0	2.90E-08	7	48	155	0	0	0	0	0.022966912	0	51.4	22.14578434
At_F0118	AT5G38670	3	1	0	1	1	3	2	0	1	0	0	0.9463	0.152	1	0.684931507	6.30E-09	9	53	292	2	0	0	0	0.011475982	0	14.4	22.33878582
At_F0392	AT1G53370	3	1	0	0	1	6	0	1	2	0	3	0.9012	0.0648	1	0.530503979	2.70E-11	24	69	377	0	1	0	0	0.135618896	0	418.9	22.42426392
At_F0655	AT1G27490	3	1	3	0	2	1	0	0	0	0	1	0.819	0.4681	1	0.606060606	1.50E-05	4	33	165	0	1	0	0	0.013195137	0	16.5	22.89119228
At_F0084	AT3G44130	3	1	0	0	2	2	0	0	1	1	0	0.4093	0.126	0	0.318471338	2.90E-10	5	43	314	0	1	0	0	0.015965717	0	24.1	23.01590876
At_F0430	AT4G19330	1	8	0	0	0	3	1	0	2	0	0	0.4747	0.3979	0	0.520833333	6.20E-09	30	74	384	2	0	0	0	0.005969703	0	16.6	23.42943107
At_F0101	AT1G33530	4	0	0	0	1	6	0	0	5	0	1	0.47	0.4955	0	0	3.60E-09	96	137	442	0	0	0	0	0.01139127	0	15.4	23.66256511
At_F0398	AT5G56440	4	0	0	0	1	7	0	0	4	0	3	0.779	0.2972	1	0.464037123	4.40E-05	3	41	431	0	0	1	1	0.050981662	0	160.5	23.711724
At_F0455	AT5G53640	4	0	0	0	1	9	3	0	0	1	5	0.7458	0.2769	1	0.884955752	5.50E-09	22	69	226	0	0	1	0	0.026509866	0	82.5	23.97823009
At_F0298	AT3G44090	4	0	0	0	3	2	0	0	0	0	2	0.4129	0.3192	0	0.222222222	6.20E-06	26	58	450	0	0	1	0	0.024985051	0	51.8	23.98154837
At_F0405	AT3G13830	3	2	0	0	0	10	0	0	2	0	8	0.7296	0.1572	1	0.264550265	6.50E-08	7	41	378	0	1	0	0	0.101156069	0	303.1	24.47107728
At_F0522	AT3G62230	3	6	11	6	0	19	1	0	7	0	11	0.4018	0.6734	0	0.216450216	6.00E-05	10	48	462	0	0	0	1	3.771541758	0	12423.8	24.61532808
At_F0698	AT3G30430	4	0	0	2	0	3	0	0	3	0	0	0.478	0.4779	0	0	0.0062	9	57	115	0	0	0	0	0.023031692	0	60.2	24.63140397
At_F0644	AT1G44080	3	1	0	0	1	8	0	0	1	0	7	0.6251	0.2814	0	0.287356322	1.90E-05	5	50	348	0	0	0	0	0.022792505	0	68.1	24.77601214
At_F0021	AT3G16820	4	0	0	0	1	2	0	0	0	0	2	0.8946	0.083	1	0.318471338	3.00E-10	3	46	314	0	1	0	0	0.011291609	0	15.4	24.7857341
At_F0512	AT5G38570	4	0	0	0	2	10	1	0	0	1	8	0.6776	0.3657	0	0.263157895	1.40E-09	2	47	380	0	0	0	1	0.009502691	0	14	24.84202719
At_F0138	AT3G49450	3	4	0	1	0	2	1	0	0	0	1	0.559	0.4624	0	0.249376559	8.10E-08	35	73	401	0	1	0	0	0.230222244	0	741.5	25.20710194
At_F0356	AT5G52460	3	1	1	0	3	10	1	0	8	0	1	0.4201	0.3918	0	0.540540541	6.00E-12	15	58	370	0	0	1	1	0.010175404	0	15.1	26.27407643
At_F0339	AT3G44080	4	0	0	0	3	3	0	0	1	2	0	0.5337	0.2618	0	0	3.80E-06	9	41	388	0	0	0	0	0.022907116	0	50.2	27.01427606
At_F0690	AT5G22590	4	0	0	0	3	14	1	5	2	2	4	0.5187	0.1218	0	0.327868852	0.016	9	42	305	0	0	1	0	0.010668726	0	17.5	27.45319404
At_F0692	AT3G03405	4	0	29	1	2	5	0	4	0	0	1	0.9164	0.2216	1	0.515463918	0.023	2	22	194	0	1	0	0	0.005536177	0	8.5	27.65717517
At_F0049	AT1G47730	3	4	0	0	0	3	0	0	2	0	1	0.9811	0.1519	1	0.255102041	6.10E-09	22	61	392	0	1	0	0	0.032369942	0	116.7	28.52193963
At_F0095	AT2G02340	3	3	0	0	2	20	2	1	8	1	8	0.6189	0.1695	0	0.326797386	1.30E-07	36	80	306	0	0	0	0	0.585459438	0	2344.9	28.63810903
At_F0693	AT5G62860	4	0	16	1	1	5	0	0	0	0	5	0.4572	0.6374	0	0.456621005	0.4	35	53	219	0	1	0	0	0.008202113	0	16.3	29.32966526
At_F0682	AT3G56670	4	0	27	0	0	5	0	0	2	0	3	0.8699	0.2457	1	0	0.15	46	68	234	0	0	0	0	0.017032091	0	55.5	31.23866318
At_F0117	AT4G29970	4	0	0	0	3	6	2	0	2	0	2	0.5585	0.3697	0	0.704225352	3.70E-08	13	52	284	0	1	0	0	0.022742675	0	96	32.54806109
At_F0196	AT3G25460	3	1	0	0	0	9	3	0	2	0	4	0.7939	0.0584	1	0.276243094	2.70E-08	4	47	362	0	1	0	0	0.036191947	0	165.2	33.15844225
At_F0200	AT2G33655	4	0	0	0	2	23	0	7	2	9	5	0.5315	0.7985	0	0.662251656	4.20E-10	4	39	151	0	1	0	0	0.012627068	0	32.2	33.25192373
At_F0290	AT1G47300	4	0	0	0	3	6	0	2	0	3	1	0.4363	0.1503	0	8.143322476	1.60E-11	4	48	307	0	0	0	0	0.037103847	0	140.4	34.37087929
At_F0036	AT3G22710	4	0	0	0	2	4	0	0	0	0	4	0.5147	0.0627	1	0.305810398	8.60E-11	1	47	327	0	1	0	0	0.014425952	0	57.6	35.13256291
At_F0592	AT2G14500	3	1	5	1	0	2	0	0	1	0	1	0.5016	0.4339	0	0.574712644	2.20E-05	6	32	348	0	0	0	0	0.028871836	0	135.9	36.02010532
At_F0670	AT1G61940	3	6	0	0	4	11	0	0	6	0	5	0.4283	0.3046	0	1.127819549	1.20E-05	1	48	266	0	0	0	1	0.132379908	0	685.7	37.4551716
At_F0423	AT3G23950	3	1	0	0	0	16	1	0	9	0	6	0.6193	0.1021	0	0	1.10E-08	2	43	419	0	0	0	0	0.176764002	0	1143.3	46.27956049
At_F0600	AT5G38270	3	1	0	0	0	2	0	0	0	0	2	0.6509	0.1243	1	0.491400491	9.00E-05	22	57	407	0	0	0	0	0.120809249	0	796.4	46.92796034
At_F0228	AT2G26850	3	5	4	4	4	5	0	1	0	3	1	0.2341	0.3007	0	0	5.70E-06	63	110	372	0	0	0	0	2.625069763	0	20159.4	55.34650841
At_F0503	AT1G60410	3	2	0	1	2	26	0	0	7	0	19	0.5647	0.246	0	0.737100737	5.10E-10	9	55	407	0	0	1	1	3.059956149	0	25425.5	72.59146025
At_F0594	AT1G24881	3	1	0	0	0	1	1	0	0	0	0	0.6899	0.0891	1	0.230414747	2.40E-06	23	64	434	0	1	0	0	0.000259119	0	5.2	141.6615685
